Customer_Age,Gender,Education_Level,Customer_Job,Income,Marital_Status,Dependent_Count,Card_Category,Credit_Limit,Personal_loan,Car_Owner,House_Owner,Cust_Satisfaction_Score,Delinquent_Acc,,,
45,F,Graduate,Selfemployeed,1250,Single,2,Blue,15769,no,no,no,3,0,,,
35,F,Unknown,Blue-collar,23186,Married,0,Blue,1896,no,no,no,3,0,,,
64,M,Graduate,Selfemployeed,57527,Single,0,Blue,2572,no,yes,no,3,0,,,
38,M,Uneducated,Blue-collar,115781,Married,3,Gold,23981,no,no,no,3,0,,,
65,F,Graduate,Blue-collar,20248,Single,0,Blue,2468,no,yes,yes,3,0,,,
55,F,Graduate,Businessman,232900,Single,3,Gold,8224,yes,no,no,1,0,,,
55,F,Graduate,Blue-collar,37836,Married,1,Blue,10458,no,no,yes,3,0,,,
44,M,High School,Selfemployeed,76551,Unknown,3,Blue,14304,no,no,yes,2,0,,,
40,M,Graduate,Selfemployeed,57772,Single,3,Blue,5576,no,no,no,1,0,,,
40,M,Graduate,White-collar,56130,Married,2,Blue,8063,no,no,yes,2,0,,,
50,M,Post-Graduate,Selfemployeed,89992,Married,2,Blue,7645,yes,no,no,2,0,,,
47,M,Uneducated,Govt,112414,Married,3,Gold,34516,no,no,yes,2,0,,,
46,F,Unknown,Blue-collar,38076,Single,2,Blue,13933,no,no,no,1,0,,,
51,M,Graduate,Businessman,85234,Married,2,Blue,2254,no,no,no,2,0,,,
33,M,Graduate,Govt,74073,Single,1,Blue,1511,yes,yes,no,3,0,,,
48,F,High School,White-collar,18903,Married,3,Blue,3877,no,no,no,1,0,,,
56,M,Graduate,White-collar,68075,Married,2,Silver,11060,no,yes,yes,3,0,,,
24,M,Uneducated,White-collar,132747,Married,3,Blue,34427,no,no,no,2,0,,,
37,F,Graduate,Govt,56665,Married,1,Blue,1776,no,no,yes,1,0,,,
53,F,Graduate,Govt,24538,Married,2,Blue,7939,no,no,no,3,0,,,
35,F,Graduate,Retirees,42838,Single,1,Blue,30997,no,yes,no,3,0,,,
41,F,Graduate,Blue-collar,24203,Single,4,Blue,10834,no,yes,yes,1,1,,,
51,F,Unknown,Blue-collar,32521,Married,1,Blue,3642,no,no,no,3,1,,,
55,F,Graduate,Selfemployeed,5225,Married,3,Blue,7140,no,no,no,2,1,,,
41,M,Graduate,Selfemployeed,71738,Married,3,Blue,10879,no,no,yes,3,1,,,
48,F,High School,Selfemployeed,14975,Married,4,Blue,2945,no,no,yes,1,1,,,
42,M,Uneducated,White-collar,101644,Single,2,Blue,9511,no,no,no,2,1,,,
46,F,Graduate,Retirees,38348,Single,2,Blue,7264,yes,yes,yes,2,0,,,
38,M,High School,Businessman,65926,Married,3,Blue,1438.3,no,yes,no,3,0,,,
53,F,Graduate,Selfemployeed,11388,Single,0,Blue,5399,no,no,no,1,0,,,
53,M,Uneducated,Businessman,101854,Single,2,Blue,31639,no,yes,no,1,0,,,
33,F,Graduate,Selfemployeed,22639,Single,4,Blue,1655,no,no,no,2,0,,,
44,F,Post-Graduate,Businessman,180427,Single,4,Silver,19962,no,yes,yes,2,0,,,
49,F,Graduate,Blue-collar,14779,Single,3,Blue,14041,no,yes,no,3,0,,,
51,M,Unknown,Blue-collar,83585,Married,3,Blue,2555,no,no,yes,1,0,,,
65,F,Graduate,Selfemployeed,39976,Married,0,Blue,11464,no,no,no,1,0,,,
45,F,Graduate,Govt,58347,Married,3,Blue,4210,no,no,no,1,0,,,
41,M,Graduate,White-collar,70752,Single,3,Blue,2402,no,yes,no,2,0,,,
40,F,High School,Selfemployeed,36132,Single,3,Blue,12663,no,no,no,3,0,,,
40,F,Graduate,Govt,54187,Married,1,Blue,26856,no,no,yes,2,0,,,
32,F,Unknown,Selfemployeed,14975,Single,0,Blue,1484,yes,no,no,1,0,,,
38,M,Uneducated,White-collar,70054,Married,3,Blue,1781,no,no,no,3,0,,,
52,M,Unknown,Businessman,130130,Single,1,Blue,25428,no,no,no,3,0,,,
35,F,Uneducated,Blue-collar,13940,Married,2,Blue,1438.3,no,yes,no,1,0,,,
57,F,High School,Businessman,15496,Married,3,Blue,6347,no,no,no,3,0,,,
48,F,Post-Graduate,Blue-collar,12062,Married,3,Blue,3456,no,yes,no,3,0,,,
58,F,Graduate,Blue-collar,14763,Married,3,Blue,3838,no,no,no,3,0,,,
29,M,High School,Govt,68561,Married,1,Blue,5791,no,yes,no,2,0,,,
44,F,Doctorate,Businessman,195507,Unknown,4,Silver,34516,no,yes,no,3,0,,,
54,F,Graduate,Govt,37006,Married,0,Blue,2532,no,yes,yes,3,0,,,
37,M,Unknown,Govt,52677,Single,3,Silver,30428,no,yes,no,2,0,,,
55,M,High School,Businessman,93856,Married,2,Blue,2351,no,no,no,3,0,,,
41,M,Graduate,White-collar,119387,Married,3,Blue,17504,no,yes,no,3,0,,,
40,F,Graduate,Selfemployeed,8250,Married,4,Blue,4250,no,no,no,1,0,,,
68,M,Graduate,Selfemployeed,14975,Married,1,Blue,8960,yes,yes,yes,1,0,,,
41,F,Graduate,Selfemployeed,20045,Married,4,Blue,2523,no,no,no,3,0,,,
48,F,Post-Graduate,Selfemployeed,14975,Married,3,Blue,6348,no,yes,yes,3,0,,,
48,F,Graduate,Govt,23397,Single,1,Blue,2977,no,no,no,2,0,,,
39,F,Graduate,Businessman,23630,Married,4,Blue,3610,no,yes,yes,3,0,,,
43,M,Graduate,Selfemployeed,73194,Unknown,2,Blue,14728,no,yes,yes,3,0,,,
52,F,High School,White-collar,22311,Single,1,Blue,1567,yes,no,yes,2,0,,,
41,F,Unknown,White-collar,44916,Single,3,Blue,9086,no,yes,no,2,0,,,
37,F,High School,Businessman,25181,Single,3,Blue,2920,yes,yes,no,3,0,,,
43,M,High School,Businessman,80385,Unknown,5,Blue,19099,no,no,no,3,0,,,
37,F,Graduate,Selfemployeed,14975,Married,3,Blue,19270,no,no,no,3,0,,,
33,F,High School,Selfemployeed,14975,Single,0,Blue,1438.3,yes,yes,yes,1,0,,,
57,F,Graduate,Govt,57764,Married,2,Blue,4682,no,no,yes,3,0,,,
49,F,High School,Govt,15718,Single,2,Blue,1438.3,yes,no,yes,2,0,,,
51,F,Graduate,Selfemployeed,14975,Married,3,Blue,6649,no,yes,no,2,0,,,
35,F,Unknown,Govt,35697,Married,4,Blue,2016,no,no,no,1,0,,,
50,F,Graduate,Selfemployeed,11218,Unknown,2,Blue,21242,no,no,no,1,0,,,
51,F,Graduate,White-collar,41428,Married,3,Blue,17811,no,no,no,1,0,,,
59,F,Uneducated,Blue-collar,23557,Married,0,Blue,1615,no,yes,yes,3,0,,,
50,F,Graduate,Blue-collar,35732,Single,1,Blue,34516,no,yes,no,1,0,,,
30,M,Graduate,Govt,70459,Single,0,Blue,1438.3,no,no,yes,2,0,,,
51,M,High School,Businessman,105710,Single,1,Gold,34516,no,no,no,3,0,,,
56,F,High School,Selfemployeed,14975,Married,1,Blue,6363,no,yes,yes,2,0,,,
47,F,Uneducated,Blue-collar,10703,Single,3,Blue,11213,no,no,no,2,0,,,
41,F,High School,White-collar,19639,Single,1,Blue,8953,no,no,yes,1,0,,,
58,M,High School,White-collar,90691,Married,1,Blue,5438,no,yes,no,3,0,,,
47,M,Uneducated,White-collar,61117,Married,4,Blue,9025,no,yes,no,2,0,,,
51,F,Graduate,Blue-collar,36665,Single,2,Silver,12547,no,no,no,3,0,,,
52,F,High School,Retirees,19600,Single,2,Blue,5357,no,no,no,3,0,,,
53,F,High School,Selfemployeed,19781,Married,0,Blue,1708,no,no,yes,3,0,,,
39,F,Graduate,Selfemployeed,14975,Married,1,Blue,4366,yes,yes,yes,3,0,,,
37,M,Uneducated,Businessman,72942,Single,2,Blue,2900,no,yes,no,3,0,,,
40,M,Uneducated,White-collar,118938,Single,3,Blue,23240,no,no,no,1,0,,,
46,F,Unknown,Blue-collar,54564,Married,3,Blue,1886,no,no,no,2,0,,,
27,F,Post-Graduate,Retirees,19513,Married,1,Blue,17523,no,no,yes,3,0,,,
53,M,Graduate,Govt,84615,Single,3,Blue,3299,no,no,no,1,0,,,
48,F,Graduate,Selfemployeed,14975,Single,3,Blue,3124,no,no,yes,3,0,,,
39,F,Graduate,Businessman,21658,Single,5,Blue,4260,no,no,no,1,0,,,
40,F,High School,Retirees,43615,Single,5,Blue,15221,no,no,no,1,0,,,
45,M,Graduate,Selfemployeed,70607,Married,3,Blue,1438.3,no,no,no,2,0,,,
44,F,Graduate,Selfemployeed,14975,Married,3,Blue,6407,no,yes,no,3,0,,,
53,F,Uneducated,White-collar,53559,Single,1,Blue,2473,no,yes,no,2,0,,,
31,M,High School,Blue-collar,42033,Single,0,Blue,8876,no,no,yes,2,0,,,
30,M,Post-Graduate,Govt,37114,Married,1,Silver,26365,no,no,no,3,0,,,
53,M,Graduate,Businessman,110066,Unknown,1,Blue,7500,no,no,yes,3,0,,,
49,M,Uneducated,Govt,117540,Married,2,Blue,6224,no,no,no,3,0,,,
40,F,High School,White-collar,18866,Single,1,Blue,2297,no,no,no,3,0,,,
42,F,Graduate,Blue-collar,31231,Married,2,Silver,34516,no,no,yes,3,0,,,
46,F,High School,Govt,26207,Single,3,Blue,9576,no,no,yes,1,0,,,
41,F,Graduate,Selfemployeed,14975,Married,4,Blue,4129,no,no,no,3,0,,,
35,M,Graduate,Selfemployeed,78956,Married,2,Blue,2774,no,no,no,3,0,,,
46,M,Graduate,Selfemployeed,88297,Single,5,Blue,2212,no,no,yes,2,0,,,
38,F,Graduate,Retirees,19094,Single,3,Blue,1681,no,no,yes,3,0,,,
39,F,Graduate,White-collar,141911,Single,3,Blue,3234,no,no,no,3,0,,,
32,M,Uneducated,Retirees,71471,Single,1,Blue,3239,no,no,no,1,0,,,
56,F,Graduate,Blue-collar,24988,Single,1,Blue,20882,no,no,no,3,0,,,
49,M,High School,Selfemployeed,61533,Single,5,Blue,2483,no,yes,no,5,0,,,
50,F,Graduate,Selfemployeed,43651,Married,2,Blue,3206,no,yes,yes,3,0,,,
47,M,Post-Graduate,Govt,68466,Single,3,Blue,1438.3,no,yes,no,3,0,,,
38,F,Graduate,Govt,56793,Married,1,Blue,1438.3,no,no,yes,3,0,,,
41,F,Graduate,Selfemployeed,23857,Unknown,3,Blue,1606,yes,no,yes,2,0,,,
65,F,High School,White-collar,28825,Married,0,Blue,2937,no,yes,yes,5,0,,,
48,F,High School,Selfemployeed,53091,Married,5,Blue,4951,no,yes,yes,2,0,,,
55,F,Graduate,Selfemployeed,10272,Married,2,Blue,21637,yes,no,yes,5,0,,,
43,F,High School,Businessman,227718,Married,5,Silver,4755,yes,no,yes,2,0,,,
34,F,Graduate,Selfemployeed,11215,Single,2,Blue,2053,no,yes,no,5,0,,,
50,F,Post-Graduate,Blue-collar,38922,Married,2,Blue,2773,no,no,yes,3,0,,,
51,F,Graduate,White-collar,23492,Married,1,Blue,1502,no,no,no,3,0,,,
49,M,Doctorate,White-collar,67226,Married,1,Blue,1438.3,yes,no,yes,3,0,,,
39,F,High School,Businessman,233849,Single,2,Platinum,7106,no,yes,no,3,0,,,
47,M,Post-Graduate,Govt,62964,Married,4,Blue,2882,no,no,yes,5,0,,,
50,M,Uneducated,White-collar,125243,Married,1,Silver,12100,no,yes,no,3,0,,,
44,F,Doctorate,White-collar,41655,Single,3,Blue,7065,yes,no,no,2,0,,,
34,F,Post-Graduate,Businessman,20416,Single,1,Blue,1438.3,no,yes,no,5,0,,,
33,F,Uneducated,Selfemployeed,39794,Married,2,Blue,5945,no,yes,no,5,0,,,
54,F,High School,Retirees,19879,Married,1,Blue,1462,yes,no,no,5,0,,,
55,F,Unknown,Selfemployeed,20085,Unknown,1,Blue,11699,no,no,yes,5,0,,,
40,F,Graduate,Selfemployeed,14250,Single,4,Blue,1913,no,yes,no,3,0,,,
48,M,Graduate,Businessman,113940,Single,3,Blue,5287,no,yes,yes,2,0,,,
47,F,Unknown,Retirees,21980,Unknown,3,Blue,2819,no,no,no,3,0,,,
39,M,Graduate,White-collar,118538,Single,2,Blue,4819,no,no,no,3,0,,,
44,M,Graduate,Selfemployeed,56655,Single,3,Blue,7182,no,no,no,2,0,,,
52,F,Uneducated,Blue-collar,13309,Single,3,Blue,9843,no,no,yes,5,0,,,
47,F,Unknown,Blue-collar,23337,Single,3,Blue,3328,no,no,yes,5,0,,,
40,M,Unknown,Blue-collar,66119,Married,1,Blue,2650,no,yes,yes,2,0,,,
38,F,Graduate,Retirees,37914,Married,1,Blue,26058,no,no,no,2,0,,,
51,F,Post-Graduate,Selfemployeed,15988,Married,5,Blue,4948,no,yes,yes,2,0,,,
45,M,Graduate,Selfemployeed,26393,Single,5,Blue,1470,yes,no,no,2,0,,,
41,F,High School,Selfemployeed,14975,Single,4,Blue,1973,no,yes,no,3,0,,,
44,F,High School,White-collar,21516,Married,3,Blue,5779,yes,no,yes,5,0,,,
42,F,Graduate,Retirees,26790,Married,3,Blue,3517,no,no,no,2,0,,,
51,M,Uneducated,Businessman,187702,Single,1,Blue,3594,no,no,no,3,0,,,
23,F,Unknown,Businessman,213697,Married,2,Gold,7940,no,no,no,5,0,,,
53,M,Graduate,Businessman,158420,Single,3,Blue,4661,no,no,no,3,0,,,
43,F,Uneducated,Selfemployeed,5525,Unknown,2,Blue,13450,no,yes,yes,5,0,,,
45,M,Unknown,Blue-collar,50773,Single,1,Blue,2758,no,yes,no,3,0,,,
46,M,Graduate,Blue-collar,71719,Single,2,Blue,2434,no,no,no,3,0,,,
42,F,High School,Selfemployeed,14975,Married,3,Blue,4861,no,no,yes,5,0,,,
38,M,Uneducated,Selfemployeed,69471,Married,3,Blue,1571,no,no,no,2,0,,,
44,M,Uneducated,Blue-collar,47313,Married,1,Blue,4049,no,yes,no,2,0,,,
44,M,Graduate,Selfemployeed,31276,Unknown,3,Blue,6660,no,yes,yes,5,0,,,
36,F,Graduate,White-collar,45256,Unknown,2,Blue,1438.3,no,no,no,5,0,,,
44,F,High School,Blue-collar,23002,Single,5,Blue,9410,yes,no,yes,3,0,,,
59,F,High School,Selfemployeed,14975,Single,0,Blue,10074,no,no,yes,5,0,,,
50,M,Graduate,Businessman,111637,Married,1,Blue,2490,no,yes,no,3,0,,,
53,F,Graduate,Selfemployeed,11410,Married,1,Blue,2727,no,no,yes,3,0,,,
48,F,Uneducated,Govt,55518,Single,2,Blue,6043,no,no,yes,5,0,,,
53,F,Graduate,Selfemployeed,50912,Single,2,Blue,2522,no,yes,no,2,0,,,
39,F,High School,White-collar,34545,Single,2,Blue,24580,no,no,yes,3,0,,,
44,M,Doctorate,Blue-collar,55833,Unknown,2,Blue,2153,no,yes,yes,3,0,,,
40,M,Graduate,Retirees,61395,Married,3,Blue,3143,no,no,no,3,0,,,
62,M,Uneducated,Blue-collar,61066,Single,1,Blue,1528,no,yes,no,5,0,,,
53,M,Graduate,Businessman,116572,Single,3,Blue,5173,no,yes,no,5,0,,,
41,M,Uneducated,Businessman,75649,Married,1,Blue,2646,no,no,yes,2,0,,,
40,M,High School,Govt,67444,Married,5,Blue,1652,no,no,yes,2,0,,,
50,F,Uneducated,Businessman,190593,Single,2,Gold,9959,no,yes,yes,3,0,,,
47,M,High School,White-collar,115069,Unknown,3,Blue,4169,no,no,no,2,0,,,
54,F,Doctorate,Blue-collar,31837,Married,2,Blue,3680,no,yes,no,3,0,,,
51,M,High School,White-collar,67746,Married,3,Blue,1438.3,no,yes,no,2,0,,,
33,M,Graduate,Retirees,84092,Single,2,Blue,3139,no,yes,no,3,0,,,
59,M,Graduate,Businessman,155771,Married,1,Blue,3276,yes,no,yes,2,0,,,
45,M,Graduate,Govt,86597,Married,3,Blue,13284,no,no,yes,2,1,,,
50,F,High School,Govt,50345,Married,2,Blue,2216,no,yes,no,5,1,,,
43,M,Unknown,Retirees,49540,Married,3,Blue,2699,no,no,yes,3,1,,,
42,F,Uneducated,Blue-collar,25987,Married,4,Blue,4327,yes,yes,no,3,1,,,
44,F,Uneducated,Selfemployeed,11631,Married,2,Blue,6658,yes,no,yes,5,1,,,
43,M,High School,Businessman,99416,Single,4,Blue,1971,no,no,no,3,0,,,
39,F,Graduate,Blue-collar,20254,Single,1,Blue,1578,no,no,yes,3,0,,,
50,M,Unknown,Businessman,56436,Married,2,Blue,12229,no,yes,yes,5,0,,,
43,M,Graduate,Selfemployeed,62817,Single,1,Blue,1438.3,no,no,no,2,0,,,
39,F,Unknown,Blue-collar,49477,Married,0,Silver,30186,no,no,no,2,0,,,
48,F,Post-Graduate,Selfemployeed,14975,Single,2,Blue,6979,no,yes,yes,3,0,,,
58,M,Doctorate,Businessman,235275,Married,2,Silver,5611,no,yes,no,3,0,,,
49,M,High School,White-collar,108207,Single,2,Blue,25178,no,yes,no,3,0,,,
36,M,Graduate,White-collar,74595,Single,2,Blue,3050,no,no,yes,2,0,,,
52,F,Graduate,Selfemployeed,11542,Married,2,Blue,26181,no,no,no,1,0,,,
42,F,Graduate,Selfemployeed,52996,Married,2,Blue,9703,no,no,yes,3,0,,,
46,M,Graduate,Businessman,51958,Married,2,Blue,17158,no,no,yes,1,0,,,
43,M,Doctorate,Retirees,71913,Single,3,Blue,2235,no,no,no,1,0,,,
52,F,Uneducated,Businessman,201188,Unknown,3,Blue,5654,no,no,no,3,0,,,
35,F,Doctorate,Selfemployeed,32340,Married,3,Blue,4871,no,yes,no,3,0,,,
32,F,Post-Graduate,Blue-collar,24358,Married,1,Blue,2892,no,no,no,3,0,,,
41,F,Unknown,Blue-collar,41440,Unknown,3,Blue,14164,no,yes,yes,2,0,,,
57,F,Graduate,Retirees,48731,Single,3,Blue,1651,no,no,yes,3,0,,,
46,F,High School,Selfemployeed,35349,Unknown,3,Blue,3402,no,yes,no,3,0,,,
50,M,High School,Blue-collar,67686,Married,2,Blue,8787,no,no,no,2,0,,,
46,F,Uneducated,White-collar,59489,Single,3,Blue,1438.3,no,yes,no,1,0,,,
48,M,Graduate,White-collar,99293,Single,4,Blue,1602,no,no,no,3,0,,,
45,M,Graduate,Blue-collar,71366,Single,2,Blue,2873,no,no,yes,3,0,,,
49,F,Graduate,Govt,48150,Married,3,Blue,9906,no,yes,no,1,0,,,
39,M,Graduate,Govt,76660,Married,3,Blue,3428,no,no,no,2,0,,,
49,F,Graduate,White-collar,42961,Unknown,4,Blue,6197,no,no,yes,2,0,,,
39,M,Graduate,White-collar,99959,Married,3,Blue,3068,no,no,yes,3,0,,,
51,F,Unknown,Blue-collar,23924,Single,4,Blue,4646,no,no,yes,2,0,,,
43,F,High School,Selfemployeed,15766,Married,3,Blue,34516,no,no,no,2,0,,,
47,F,Uneducated,Selfemployeed,5225,Single,5,Blue,2393,no,no,yes,2,0,,,
42,F,Graduate,Govt,33951,Single,3,Blue,2379,no,no,yes,2,0,,,
48,M,Graduate,Businessman,109992,Married,3,Platinum,34516,no,yes,yes,3,0,,,
54,M,Graduate,Blue-collar,116681,Married,4,Silver,29076,no,yes,yes,3,0,,,
45,M,Uneducated,Govt,22727,Married,1,Silver,34516,no,no,no,1,0,,,
56,M,Graduate,White-collar,137656,Single,2,Blue,10798,no,no,yes,3,0,,,
39,F,Uneducated,Selfemployeed,24521,Single,2,Blue,2557,no,no,yes,1,0,,,
35,M,Post-Graduate,Businessman,89141,Married,1,Blue,2171,no,yes,yes,1,0,,,
39,F,Graduate,Govt,24727,Single,2,Blue,8687,no,yes,yes,2,0,,,
47,F,Graduate,Selfemployeed,14975,Unknown,3,Blue,4328,no,no,no,3,0,,,
53,F,Graduate,Blue-collar,56326,Married,1,Blue,4692,no,yes,no,1,0,,,
50,F,High School,Blue-collar,17094,Married,1,Blue,2926,no,yes,yes,3,0,,,
51,F,Unknown,Govt,29272,Unknown,3,Blue,1632,no,yes,yes,2,0,,,
44,M,Graduate,Selfemployeed,81647,Single,3,Blue,2343,yes,yes,no,2,0,,,
44,F,Uneducated,Selfemployeed,11335,Married,4,Blue,23032,no,no,no,2,0,,,
53,F,Uneducated,White-collar,23959,Single,3,Blue,10998,no,no,yes,1,0,,,
46,F,High School,Retirees,40888,Single,4,Blue,5652,no,yes,no,3,0,,,
55,F,Uneducated,Businessman,203854,Married,2,Silver,34516,no,no,yes,2,0,,,
38,M,Uneducated,Retirees,103240,Unknown,4,Blue,13445,no,yes,no,2,0,,,
45,F,Graduate,Selfemployeed,14975,Married,2,Blue,6715,yes,yes,yes,1,0,,,
39,M,Graduate,Businessman,32275,Married,1,Blue,3173,no,no,yes,3,0,,,
51,F,Unknown,Selfemployeed,14975,Married,1,Blue,3764,no,no,yes,3,0,,,
37,F,Unknown,Selfemployeed,5525,Married,2,Blue,3482,yes,yes,yes,3,0,,,
45,F,Graduate,White-collar,151777,Single,4,Blue,6546,no,no,yes,3,0,,,
49,F,Uneducated,Businessman,35358,Single,2,Blue,5246,no,yes,yes,3,0,,,
33,F,Uneducated,Blue-collar,10482,Single,1,Blue,18886,no,no,no,1,0,,,
44,F,High School,Govt,39065,Single,2,Blue,2657,no,no,yes,1,0,,,
53,F,Graduate,Blue-collar,13789,Single,1,Blue,12159,no,yes,yes,1,0,,,
50,M,Graduate,White-collar,100724,Single,2,Blue,1715,no,yes,yes,1,0,,,
65,M,Unknown,Retirees,25842,Married,2,Blue,7638,no,yes,yes,1,0,,,
44,M,High School,Businessman,69905,Single,4,Blue,1438.3,yes,yes,no,3,0,,,
47,F,Uneducated,Selfemployeed,14975,Single,2,Blue,24571,no,no,yes,3,0,,,
37,M,High School,White-collar,119336,Single,3,Blue,5988,no,yes,no,3,0,,,
52,M,Uneducated,Govt,105213,Single,3,Blue,2737,no,no,no,3,0,,,
32,M,Graduate,White-collar,102907,Married,2,Gold,15987,no,no,no,1,0,,,
49,M,Uneducated,Govt,88101,Single,3,Blue,2853,no,yes,no,1,0,,,
44,F,Graduate,Selfemployeed,25898,Married,4,Blue,7038,no,no,yes,3,0,,,
44,F,High School,White-collar,39948,Single,2,Blue,16099,no,yes,yes,1,0,,,
45,F,Uneducated,Blue-collar,40426,Married,4,Blue,10851,no,yes,yes,1,0,,,
42,F,Graduate,Selfemployeed,6550,Married,4,Blue,6065,no,no,yes,1,0,,,
57,F,Uneducated,Govt,33750,Married,2,Gold,34516,yes,no,yes,1,0,,,
26,F,High School,Govt,58444,Single,0,Blue,2459,no,no,no,3,0,,,
36,F,High School,Businessman,53101,Married,2,Blue,34516,no,no,no,3,0,,,
42,M,Graduate,Retirees,57561,Married,3,Blue,2141,no,yes,yes,2,0,,,
49,F,Unknown,Businessman,36221,Married,1,Blue,2222,yes,yes,yes,1,0,,,
39,F,Doctorate,Selfemployeed,59054,Married,2,Blue,2804,no,yes,no,3,0,,,
53,M,Uneducated,Blue-collar,91843,Married,3,Blue,7176,no,yes,yes,1,0,,,
42,M,Graduate,Businessman,54077,Single,2,Blue,2713,no,no,no,2,0,,,
55,F,Uneducated,Blue-collar,25531,Married,1,Gold,15109,no,yes,yes,3,0,,,
41,F,Graduate,Businessman,51912,Married,1,Blue,1963,no,no,yes,3,0,,,
53,F,Uneducated,Selfemployeed,14975,Married,2,Blue,2158,no,no,yes,1,0,,,
48,F,High School,Businessman,49566,Single,3,Blue,3466,no,no,yes,3,0,,,
41,M,High School,Blue-collar,45652,Married,3,Blue,8667,no,no,yes,3,0,,,
61,F,Unknown,Businessman,221853,Single,0,Gold,4404,no,yes,no,3,0,,,
41,F,Graduate,Selfemployeed,36894,Married,5,Blue,5802,no,no,yes,2,0,,,
59,F,Unknown,Selfemployeed,12572,Married,2,Blue,34516,no,yes,yes,3,0,,,
44,M,Graduate,Businessman,50391,Married,3,Blue,3021,no,no,no,3,0,,,
39,F,Unknown,Govt,45922,Married,5,Blue,29795,no,no,no,2,0,,,
34,F,High School,Selfemployeed,1250,Single,4,Blue,1438.3,no,no,no,1,0,,,
49,F,Graduate,Selfemployeed,14975,Married,1,Blue,12262,no,yes,no,1,0,,,
62,F,Graduate,Selfemployeed,20751,Single,2,Blue,5483,no,yes,yes,3,0,,,
41,M,Unknown,Blue-collar,107722,Single,2,Blue,3929,no,no,no,1,0,,,
38,M,Graduate,Businessman,116232,Single,3,Blue,2849,no,yes,no,3,0,,,
44,M,Unknown,Selfemployeed,69525,Single,4,Blue,1438.3,no,no,no,2,0,,,
32,F,Unknown,Blue-collar,12166,Married,4,Blue,4234,no,yes,no,3,0,,,
27,F,Graduate,Blue-collar,14998,Married,1,Blue,3460,no,no,no,1,0,,,
46,F,Graduate,White-collar,24737,Married,3,Blue,1818,no,no,no,2,0,,,
42,F,Post-Graduate,Selfemployeed,16731,Single,4,Blue,4051,no,no,no,3,0,,,
49,F,Doctorate,Retirees,28153,Married,2,Blue,3877,no,no,no,1,0,,,
49,F,Graduate,Selfemployeed,18449,Married,1,Blue,16794,no,no,no,3,0,,,
53,F,Uneducated,White-collar,32394,Married,3,Blue,23958,no,yes,no,2,0,,,
38,M,Graduate,Selfemployeed,59173,Unknown,1,Blue,2792,no,yes,no,2,0,,,
48,F,Unknown,White-collar,46506,Unknown,3,Blue,5258,no,no,no,1,0,,,
30,F,Graduate,Selfemployeed,11582,Single,0,Blue,5773,no,no,no,3,0,,,
40,M,Graduate,Govt,65620,Single,4,Blue,9183,no,no,no,3,0,,,
50,F,Uneducated,Govt,32918,Single,1,Blue,7866,no,no,no,1,0,,,
38,F,Graduate,Selfemployeed,14975,Married,4,Blue,5145,no,yes,no,3,0,,,
63,F,Uneducated,Blue-collar,41043,Single,0,Blue,5450,no,no,no,3,0,,,
52,F,Graduate,Businessman,31097,Married,1,Blue,4838,no,yes,no,2,0,,,
49,M,Graduate,Retirees,97244,Married,3,Blue,2451,no,no,no,2,0,,,
45,F,Graduate,Businessman,189693,Married,2,Silver,32275,no,no,yes,2,0,,,
37,F,High School,Selfemployeed,5525,Married,2,Blue,3751,no,yes,no,3,0,,,
52,F,High School,Businessman,15883,Married,3,Blue,15699,yes,yes,yes,3,0,,,
43,F,Unknown,Selfemployeed,11634,Married,4,Blue,5210,no,yes,no,3,0,,,
46,F,Graduate,Selfemployeed,36475,Married,3,Silver,10074,no,no,yes,1,0,,,
40,M,High School,Blue-collar,115626,Unknown,2,Blue,8135,no,yes,no,2,0,,,
61,F,Graduate,White-collar,35064,Single,2,Blue,3003,yes,no,yes,2,0,,,
40,F,Unknown,Retirees,18560,Married,3,Blue,2369,no,no,yes,3,0,,,
57,F,Uneducated,White-collar,54352,Single,2,Blue,4628,no,no,yes,3,0,,,
48,F,Graduate,Govt,24686,Single,3,Silver,34516,no,no,yes,3,0,,,
34,F,Graduate,Selfemployeed,14975,Unknown,2,Blue,9050,yes,no,no,2,0,,,
52,M,High School,White-collar,131424,Single,1,Silver,34516,no,no,no,2,1,,,
40,F,Graduate,Retirees,30968,Married,2,Blue,3203,no,no,yes,1,1,,,
43,F,Uneducated,Selfemployeed,28240,Single,2,Blue,4618,no,no,no,3,1,,,
36,M,Post-Graduate,Selfemployeed,50335,Single,2,Blue,1438.3,no,no,yes,1,1,,,
55,F,Unknown,Selfemployeed,50244,Married,3,Blue,15449,yes,no,no,2,1,,,
46,M,Graduate,White-collar,41915,Single,3,Blue,8511,no,yes,no,3,1,,,
37,M,Uneducated,Govt,49577,Single,3,Blue,10619,no,no,no,3,1,,,
44,M,Graduate,Blue-collar,83698,Unknown,3,Blue,13174,no,no,no,1,1,,,
51,F,Graduate,Businessman,35316,Single,1,Blue,12810,no,yes,no,2,0,,,
45,F,Unknown,Selfemployeed,20857,Married,4,Blue,2686,no,no,no,3,0,,,
47,M,Graduate,Govt,101520,Married,5,Blue,4005,no,no,yes,3,0,,,
58,M,High School,Retirees,45064,Single,1,Blue,1915,yes,no,yes,3,0,,,
41,M,Unknown,Blue-collar,107528,Single,3,Silver,15977,no,no,no,1,0,,,
60,F,High School,White-collar,36218,Single,1,Blue,5039,no,yes,no,3,0,,,
